id;image_path;figures_original;difference_figuren;rating;answer;fascination;participant_id;expertise;created_at;updated_at;fromwhere;zuversichtlich;beurteilt;beurteiler1_yesno;beurteiler1_scaled;beurteiler2_yesno;beurteiler2_scaled;use_this;beurteiler3_yesno;ELO-RATING;accuracy_pixel_by_pixel;figuren;analogy_yes_no;time_on_board;structural_similarity_score;analysis_category;explanation;relational_count;attribute_count;relational_expressions;attribute_expressions;key_evidence;is_structural;is_mixed;is_non_structural;relational_ratio;analysis_status;processed_timestamp;error_message
42;1;7;-1;7k/6b1/R7/5PN1/8/8/3K4/8;Der weiße Turm auf a6 und der Bauer auf f5 kontrollieren die Schlüsselfelder um den schwarzen König. Der weiße Springer bedroht sowohl den schwarzen Läufer als auch das Feld f7, was Schachmatt in einem Zug vorbereitet.;2;54f1ce2a7a;Advanced;2024-04-29 15:05:28;2024-11-09 14:52:55;1;4;2;1;4;1;5;;;788;0.828125;6;1;32.6868;9.0;structural;The response demonstrates strong structural thinking by focusing on how pieces interact to control key squares around the king and create threats. The relational expressions emphasize coordinated piece activity (rook and pawn controlling squares), dual threats by the knight, and strategic preparation for checkmate. While specific positions and piece types are mentioned, they are embedded in relational contexts (control, threats, preparation) rather than isolated attributes.;3.0;5.0;"kotrollieren die Schlüsselfelder um den schwarzen König; bedroht sowohl den schwarzen Läufer als auch das Feld f7; was Schachmatt in einem Zug vorbereitet";"weiße Turm auf a6; Bauer auf f5; weiße Springer; schwarzen Läufer; Feld f7";"kotrollieren die Schlüsselfelder um den schwarzen König; bedroht sowohl den schwarzen Läufer als auch das Feld f7; was Schachmatt in einem Zug vorbereitet";1.0;0.0;0.0;0.375;success;2025-07-31 09:49:17;
43;5;14;-9;8/7k/4q3/6N1/6K1/5r2/8/8;"Die Königsgabel, ein taktischer Schachzug par excellence, zeichnet sich durch einen simultanen Angriff auf die drei mächtigsten Figuren aus: König, Dame und Turm. Schachexperten verwenden für diese raffinierte Konstellation den prägnanten Begriff ""Königsgabel""";2;54f1ce2a7a;Advanced;2024-04-29 15:09:41;2024-11-09 16:18:54;1;4;2;1;4;0;2;;1.0;788;0.71875;5;1;18.616;5.0;mixed;The response shows mixed structural similarity. While it describes a tactical pattern (Königsgabel) involving relationships between pieces (simultaneous attack on three major pieces), it primarily focuses on labeling the pattern rather than explaining the specific relationships between the pieces. The description mentions the attacked pieces (König, Dame, Turm) as attributes rather than their spatial or functional relationships. The phrase 'raffinierte Konstellation' suggests some awareness of piece arrangement, but lacks detailed relational description.;3.0;4.0;"simultaner Angriff auf; drei mächtigsten Figuren; raffinierte Konstellation";"Königsgabel; taktischer Schachzug par excellence; König, Dame und Turm; prägnanten Begriff";"simultaner Angriff auf die drei mächtigsten Figuren; König, Dame und Turm; raffinierte Konstellation; prägnanten Begriff";0.0;1.0;0.0;0.4285714285714285;success;2025-07-31 09:49:30;
44;3;13;-3;8/4k3/3p4/2pP4/1pP1K3/pP6/P7/8;Ungenügend Material;4;54f1ce2a7a;Advanced;2024-04-29 15:12:49;2024-11-10 09:51:13;1;3;2;1;2;1;3;;;788;0.65625;10;1;47.8924;1.0;non-structural;The response 'Ungenügend Material' (Insufficient material) focuses on a surface-level assessment of the material balance rather than describing relationships between pieces or strategic patterns. It represents a general evaluation of the material attribute without specifying how pieces interact, support each other, or form coordinated structures.;0.0;1.0;;Ungenügend Material;Ungenügend Material;0.0;0.0;1.0;0.0;success;2025-07-31 09:49:39;
45;11;8;0;8/1p6/p4k2/3p4/P2P3P/5K2/8/8;Die Bauern stechen sich gegenseitig aus. Es könnte ein remi werden;4;54f1ce2a7a;Advanced;2024-04-29 15:16:36;2024-11-10 11:35:04;1;4;2;1;1;1;2;;;788;0.875;8;1;25.2143;7.0;structural;The response demonstrates structural thinking by focusing on the mutual interaction between pawns ('stecken sich gegenseitig aus'), indicating an understanding of how pieces relate and affect each other. While 'Bauern' is an attribute term, the core analysis centers on their reciprocal relationship rather than their isolated positions or colors. The mention of a potential draw ('Es könnte ein remi werden') implies strategic evaluation based on this interaction.;1.0;1.0;stecken sich gegenseitig aus;Bauern;stecken sich gegenseitig aus;1.0;0.0;0.0;0.5;success;2025-07-31 09:49:49;
47;12;8;-2;4kr2/8/4n3/8/3N4/5P2/4K3/8;"Ich helfe Ihnen gerne dabei, diese Schachsequenz klarer zu formulieren:
Die Zugfolge wäre: Sxe6+ (Springer schlägt e6 mit Schach), Sxf8+ (Springer schlägt Turm auf f8 mit Schach), Kxf8 (König schlägt Springer auf f8). Die Stellung endet im Remis.";5;54f1ce2a7a;Advanced;2024-04-29 15:22:47;2024-11-13 15:44:20;1;5;2;0;3;1;3;;1.0;788;0.78125;6;1;37.8713;0.0;non-structural;The response focuses entirely on describing individual moves and piece captures without mentioning any relationships between pieces, strategic patterns, or positional considerations. It simply describes what pieces are moving to which squares and what they are capturing.;0.0;4.0;;"Sxe6+; Springer schlägt e6; Springer schlägt Turm auf f8; König schlägt Springer auf f8";"Sxe6+; Springer schlägt e6; Springer schlägt Turm auf f8; König schlägt Springer auf f8";0.0;0.0;1.0;0.0;success;2025-07-31 09:49:58;
48;8;9;-1;6R1/8/8/7p/1Q4bk/8/4B2P/6K1;Weißer Läufer auf e2 wird auf G4 gesetzt, dann durch Bauer auf h5 attackiert. Trotzdem endet es durch ein Matt bei Dame auf b4;4;54f1ce2a7a;Advanced;2024-04-29 15:26:36;2024-11-17 15:00:40;2;5;2;0;3;1;4;;1.0;788;0.765625;8;1;45.542;5.0;mixed;The response contains both structural and non-structural elements. It describes some piece interactions (moving to G4, being attacked by a pawn on h5, ending with a mate), which show relational thinking. However, it also contains isolated descriptions of pieces and their positions (white bishop on e2, queen on b4) without explaining their relationships or strategic coordination. The analysis is mixed with some focus on piece interactions but also containing surface-level descriptions.;3.0;2.0;"wird auf G4 gesetzt; durch Bauer auf h5 attackiert; endet es durch ein Matt";"Weißer Läufer auf e2; Dame auf b4";"wird auf G4 gesetzt; durch Bauer auf h5 attackiert; endet es durch ein Matt; Weißer Läufer auf e2; Dame auf b4";0.0;1.0;0.0;0.6;success;2025-07-31 09:50:10;
49;6;11;-2;kp6/r7/R4p2/R3P3/6p1/8/7K/8;Es ist immer noch ein ausgeglichenes Brett, das in einer Patt Situation endet.;5;54f1ce2a7a;Advanced;2024-04-29 15:28:14;2024-11-17 15:47:02;1;5;2;0;3;1;4;;1.0;788;0.734375;9;1;56.0603;1.0;non-structural;The response focuses on surface-level game states rather than piece relationships or interactions. 'Ausgeglichenes Brett' describes a general balance without specifying piece coordination, while 'Patt Situation' refers to a game outcome rather than structural patterns. No relational expressions about piece support, control, or strategic coordination are present.;0.0;2.0;;"ausgeglichenes Brett; Patt Situation";"ausgeglichenes Brett; Patt Situation";0.0;0.0;1.0;0.0;success;2025-07-31 09:50:21;
50;15;12;-5;8/8/4k1p1/5p1b/4P3/4KB2/8/8;Das sollte ein einfaches Remi ergeben ohne zuviele Bauern auf dem Feld.;4;54f1ce2a7a;Advanced;2024-04-29 15:30:59;2024-11-17 18:07:08;2;3;2;1;4;1;3;;;788;0.71875;7;1;20.2626;1.0;non-structural;The response focuses on a surface attribute (number of pawns on the board) rather than describing relationships between pieces or strategic patterns. The phrase 'ohne zuviele Bauern' (without too many pawns) refers to a quantitative attribute of the pawn structure rather than how pieces interact or coordinate.;0.0;1.0;;Bauern;Bauern;0.0;0.0;1.0;0.0;success;2025-07-31 09:50:29;
52;1;7;0;6k1/4Pn1R/7P/3b4/4N3/8/8/8;Weiß dominiert die Stellung mit einem Turm auf der 7. Reihe und einem gefährlich vorrückenden Bauern auf e8.;3;54f1cf4c7a;Advanced;2024-04-10 19:40:37;2024-11-09 14:53:14;1;4;2;1;4;1;4;;;1367;0.8125;7;1;23.7402;2.0;non-structural;The response focuses on individual piece positions and attributes rather than relational interactions between pieces. While 'dominiert die Stellung mit' implies a strategic outcome, the description emphasizes isolated positional features (rook on 7th rank, pawn on e8) without specifying how pieces relate, support, or interact. The pawn's 'dangerous advance' is an isolated attribute, not a relational pattern.;1.0;2.0;dominiert die Stellung mit;"Turm auf der 7. Reihe; Bauern auf e8";"Turm auf der 7. Reihe; Bauern auf e8; gefählich vorrückenden";0.0;0.0;1.0;0.3333333333333333;success;2025-07-31 11:15:42;
54;3;13;-10;8/8/2kb4/5K2/8/8/8/8;keine Seite genug Figuren für ein mögliches Matt besitzt;4;54f1cf4c7a;Advanced;2024-04-10 19:50:42;2024-11-10 10:34:23;1;3;2;1;4;1;4;;;1367;0.765625;3;1;12.3069;1.0;non-structural;The response focuses on the absence of sufficient pieces for a possible checkmate, which is a surface-level assessment of material quantity rather than analyzing relationships between pieces. The phrase 'keine Seite genug Figuren für ein mögliches Matt besitzt' emphasizes the lack of material (attributes) rather than any strategic interactions, coordination, or structural patterns among the pieces.;0.0;3.0;;"keine Seite; genug Figuren; mögliches Matt";"keine Seite; genug Figuren; mögliches Matt";0.0;0.0;1.0;0.0;success;2025-07-31 09:50:49;
56;14;12;-1;8/8/p7/P1p1kBp1/3b2Pp/5K1P/8/8;Das Spiel habe ich dieses mal einfach übernommen. ;3;54f1cf4c7a;Advanced;2024-04-10 19:56:12;2024-11-13 13:28:23;1;5;2;1;2;1;5;;;1367;0.9375;11;1;38.7173;1.0;non-structural;The response 'Das Spiel habe ich dieses mal einfach übernommen' indicates a surface-level description of taking over the game without specifying any relationships between pieces, strategic patterns, or interactions. The verb 'übernommen' (taken over) lacks relational context and doesn't describe how pieces work together, support each other, or form structural patterns. The statement focuses on an isolated action rather than explaining the underlying relational dynamics of the position.;0.0;1.0;;übernommen;übernommen;0.0;0.0;1.0;0.0;success;2025-07-31 09:51:00;
60;15;12;-6;8/8/3k1n2/3b4/2B1P3/8/3K4/8;egal welcher Material Autausch wie stattfindet. Das endresult ist wieder ein Remi;3;54f1cf4c7a;Advanced;2024-04-10 20:05:19;2024-11-17 18:09:11;1;3;2;1;4;1;4;;;1367;0.71875;6;1;37.7502;3.0;non-structural;The response mentions 'Material Autausch' (material exchange), which implies piece interactions, but focuses on the surface-level outcome 'Remi' (draw) without describing relational structures like piece coordination, control, or strategic patterns. The analysis centers on the game's result rather than mapping relationships between pieces or their interactions.;1.0;1.0;Material Autausch;Remi;"Material Autausch; Remi";0.0;0.0;1.0;0.5;success;2025-07-31 09:51:24;
61;2;8;0;1rq5/k7/1p1Q4/1P6/1N6/1R6/8/8;Die weiße Dame auf d6 ist besonders bedrohlich, unterstützt durch den Turm und den Läufer. Der b5-Bauer schränkt die Bewegungsfreiheit des schwarzen Königs weiter ein. Die schwarzen Figuren sind unglücklich positioniert und behindern sich gegenseitig bei der Verteidigung.;5;54f1d0647a;Advanced;2024-07-04 08:12:06;2024-11-03 17:45:50;1;5;2;1;4;1;4;;;788;0.765625;8;1;34.8037;9.0;structural;The response demonstrates strong structural thinking by focusing on the relationships and interactions between pieces. It describes how the white queen is supported by the rook and bishop, indicating piece coordination. The mention of the b5 pawn restricting the black king's movement shows spatial relationship understanding. The final statement about black pieces being poorly positioned and hindering each other's defense directly addresses how the pieces relate to and affect each other's effectiveness. While there are some attribute references to specific pieces and positions, the core analysis centers on relational dynamics between the pieces.;3.0;3.0;"unterstützt; schränkt ... ein; behindern sich gegenseitig";"Die weiße Dame auf d6; Der b5-Bauer; schwarzen Figuren";"unterstützt durch den Turm und den Läufer; schränkt die Bewegungsfreiheit des schwarzen Königs weiter ein; behindern sich gegenseitig bei der Verteidigung";1.0;0.0;0.0;0.5;success;2025-07-31 09:51:40;
63;5;14;-8;3n4/5N2/3q3k/4P3/5K2/8/8/8;en synchronen Angriff auf König, Dame und Turm. Dieses Manöver, das Schachkenner als Königsgabel bezeichnen;4;54f1d0647a;Advanced;2024-07-04 08:20:10;2024-11-09 16:07:06;1;4;2;1;4;1;4;;;788;0.6875;6;1;22.7056;7.0;structural;The response demonstrates structural thinking by describing a coordinated attack pattern (synchronen Angriff) involving multiple pieces, which indicates understanding of piece interaction. The reference to 'Königsgabel' (king fork) shows recognition of a strategic pattern where one piece attacks multiple enemy pieces simultaneously. While individual pieces (König, Dame, Turm) are named, the focus is on their relational configuration rather than their isolated attributes. The description of a maneuver implies functional relationships between pieces rather than just their identities or positions.;3.0;3.0;"synchronen Angriff auf; Manöver; Schachkenner als Königsgabel bezeichnen";"König; Dame; Turm";"synchronen Angriff auf; Manöver; Königsgabel";1.0;0.0;0.0;0.5;success;2025-07-31 09:51:55;
65;11;8;1;8/7p/p7/3kq3/1n6/P2B2Q1/6K1/8;Dg3xe5 leitet einen zwingenden Abtausch der Damen ein, gefolgt von einem unvermeidlichen Königsangriff auf die exponierte Dame. ungenügenden Material um ein Matt zu machen;5;54f1d0647a;Advanced;2024-07-04 08:24:52;2024-11-10 11:46:49;1;1;2;1;4;1;4;;;788;0.78125;9;1;30.7456;8.0;structural;The response demonstrates structural thinking by focusing on the causal relationships between moves and their strategic consequences. The phrase 'leitet einen zwingenden Abtausch der Damen ein' describes how one move initiates a forced sequence, showing understanding of move relationships. 'Gefolgt von einem unvermeidlichen Königsangriff' indicates awareness of the causal chain between the queen exchange and subsequent king attack. The reference to 'Königsangriff auf die exponierte Dame' shows understanding of how piece positions relate to attack possibilities. While there are some attribute references like 'Dg3xe5' (specific move notation) and 'Dame' (queen), the dominant focus is on the relational structure of the position and move sequence.;3.0;2.0;"leitet ein; gefolgt von; Königsangriff auf die exponierte Dame";"Dg3xe5; Dame";"leitet einen zwingenden Abtausch der Damen ein; gefolgt von einem unvermeidlichen Königsangriff; Königsangriff auf die exponierte Dame";1.0;0.0;0.0;0.6;success;2025-07-31 09:52:10;
66;14;12;-1;8/8/p7/2p1kBp1/P2b2Pp/5K1P/8/8;dieses Mal wurde das Spiel gleich gelassen.;2;54f1d0647a;Advanced;2024-07-04 08:29:26;2024-11-13 13:27:23;2;4;2;1;2;1;2;;;788;0.9375;11;1;69.5338;1.0;non-structural;The response 'dieses Mal wurde das Spiel gleich gelassen' translates to 'this time the game was left equal' or 'drawn'. It represents a surface-level assessment of the game outcome without any reference to piece relationships, interactions, or strategic patterns. The phrase 'gleich gelassen' (equal/drawn) is an attribute of the game state rather than describing any relational structure between pieces.;0.0;1.0;;gleich gelassen;dieses Mal wurde das Spiel gleich gelassen;0.0;0.0;1.0;0.0;success;2025-07-31 11:05:14;
